"JSON_parentId","geometry_type","properties_level_id","properties_location_type","properties_parent_station","properties_platform_code","properties_stop_code","properties_stop_desc","properties_stop_id","properties_stop_name","properties_stop_timezone","properties_stop_url","properties_wheelchair_boarding","properties_zone_id","type"
"stops.geometry_7b9e23aba95dfa9aab863ae54ed91f64","Point","U1040L0","2","U1040S1","","","","U1040S1E4","Na Knížecí, BUS Křížová",""," ","0"," ","Feature"
"stops.geometry_50422d333aa227ec43104fbb70cacde5","Point","U1040L0","2","U1040S1","","","","U1040S1E5","Na Knížecí, BUS Motol",""," ","0"," ","Feature"
"stops.geometry_9704bc20a25dca2697b4d51d9b656a60","Point","U1040L0","2","U1040S1","","","","U1040S1E6","Anděl, TRAM Motol",""," ","0"," ","Feature"
"stops.geometry_effddac1b6eb748575763ca206a918af","Point","U1040L0","2","U1040S1","","","","U1040S1E7","ul. Nádražní, ul. Bozděchova",""," ","0"," ","Feature"
"stops.geometry_2900bed1bdee765867df3e7cd56e4c7b","Point","U1040L2","0","U1040S1","1","","","U1040Z101P","Anděl",""," ","0","P","Feature"
"stops.geometry_1d40ad7216d51e24b17244dd411077bb","Point","U1040L2","0","U1040S1","2","","","U1040Z102P","Anděl",""," ","0","P","Feature"
"stops.geometry_3ae3849b2cd81ebe97da6ae8a9517aaa","Point","","0","","K","","","U1040Z11P","Anděl","","","0","P","Feature"
"stops.geometry_cec65fcf6ac0922f2cd1522aa07d1dc1","Point","","0","","L","","","U1040Z12P","Anděl","","","0","P","Feature"
"stops.geometry_74acbfc557b4cc4c50af6a60dc3e823f","Point","","0","","N","","","U1040Z14P","Anděl","","","0","P","Feature"
"stops.geometry_071f0de7c1bc9061d82d477639409dd5","Point","","0","","V","","","U1040Z16P","Na Knížecí","","","0","P","Feature"
"stops.geometry_459f0b90358103494886c083f678d024","Point","","0","","S","","","U1040Z18P","Na Knížecí","","","0","P","Feature"
"stops.geometry_9111f33b21a81ad9c90a2bc218a5afd5","Point","","0","","T","","","U1040Z19P","Na Knížecí","","","0","P","Feature"
"stops.geometry_0f3c5a82926fe4307441905c55ffc7e0","Point","","0","","T","","","U1040Z19P_201101","Na Knížecí","","","0","P","Feature"
"stops.geometry_ae80e4916c4446d506c92d0f0d68bf8e","Point","","0","","A","","","U1040Z1P","Anděl","","","1","P","Feature"
"stops.geometry_b80c624384453d80be161f061d1cfd9b","Point","","0","","V","","","U1040Z21P","Na Knížecí","","","0","P","Feature"
"stops.geometry_0d007534d3048b10d9c832d98605b9bb","Point","","0","","V","","","U1040Z21P_201101","Na Knížecí","","","0","P","Feature"
"stops.geometry_b895603d5f3a15d0a8de62e81e151122","Point","","0","","27","","","U1040Z27P","Na Knížecí","","","0","P","Feature"
"stops.geometry_a098a26a3d5862181a7f878b9718ba1a","Point","","0","","B","","","U1040Z2P","Anděl","","","1","P","Feature"
"stops.geometry_ce0df00b798e3beffc121bf6547d3e46","Point","","0","","C","","","U1040Z3P","Anděl","","","1","P","Feature"
"stops.geometry_b0cb116b9690cec9cb5189868ace75f4","Point","","0","","D","","","U1040Z4P","Anděl","","","1","P","Feature"
"stops.geometry_f53a7319d7b55a2df79b6b0874759d01","Point","","0","","H10","","","U1040Z54P","Anděl","","","0","P","Feature"
"stops.geometry_c6175fe19ca4fc9bd6d08ae5ef13929d","Point","","0","","H12","","","U1040Z56P","Na Knížecí","","","0","P","Feature"
"stops.geometry_57e6732eb0c712fbb0d7ecc1d5d6a55b","Point","","0","","G","","","U1040Z57P","Na Knížecí","","","0","P","Feature"
"stops.geometry_16de33c6e3f91d31dbf7d42940e21620","Point","","0","","58","","","U1040Z58P","Na Knížecí","","","0","P","Feature"
"stops.geometry_9615ff307e8260113a8ea94c92e6608e","Point","","0","","E","","","U1040Z5P","Na Knížecí","","","2","P","Feature"
"stops.geometry_e575d99ba39b501ada10b55bd7000fca","Point","","0","","F","","","U1040Z6P","Na Knížecí","","","2","P","Feature"
"stops.geometry_16c1d6534df932817d85ed45533ba28c","Point","","0","","G","","","U1040Z7P","Na Knížecí","","","1","P","Feature"
"stops.geometry_f9c0524a3c2f010fc08b996d6c4ec21a","Point","","0","","I","","","U1040Z9P","Na Knížecí","","","2","P","Feature"
"stops.geometry_2f5a5ff7789c4bd4d1ce88393637b65b","Point","","0","","C","","","U1041Z13P","Ve Žlíbku","","","0","P","Feature"
"stops.geometry_3ee94b81ed2a513f2c815a48709b3efc","Point","","0","","D","","","U1041Z14P","Ve Žlíbku","","","0","P","Feature"
"stops.geometry_a43482ccd040fd5c35a465ec3a28d27d","Point","","0","","A","","","U1041Z1P","Ve Žlíbku","","","0","P","Feature"
"stops.geometry_f06ab1836327d348c4e2576fcbc9c936","Point","","0","","B","","","U1041Z2P","Ve Žlíbku","","","0","P","Feature"
"stops.geometry_904beb4eb00aa1c9674c9307b9bd88b7","Point","","0","","A","","","U1042Z1P","Vrážská","","","0","P","Feature"
"stops.geometry_dc881031fcff143853563c7545aa764d","Point","","0","","B","","","U1042Z2P","Vrážská","","","0","P","Feature"
"stops.geometry_7b982e1a126eddce8e1265111a6e72dc","Point","","0","","A","","","U1043Z1P","Přístav Radotín","","","0","P","Feature"
"stops.geometry_e35d483f7dbe505703be107b5c1e6777","Point","","0","","B","","","U1043Z2P","Přístav Radotín","","","0","P","Feature"
"stops.geometry_d989fdb6ce549635b070a9089902e050","Point","","0","","A","","","U1044Z1P","Braunova","","","1","P","Feature"
"stops.geometry_dc7aabde5aa4b456c84918120f9ed3a2","Point","","0","","B","","","U1044Z2P","Braunova","","","1","P","Feature"
"stops.geometry_d757a92b6d007317a82d474604847d83","Point","","0","","A","","","U1046Z1P","Vlastina","","","0","P","Feature"
"stops.geometry_bef910ae989c3f645022d0466139ccaa","Point","","0","","B","","","U1046Z2P","Vlastina","","","0","P","Feature"
"stops.geometry_1492f46ca0bd963e5e4dacf6abe139a0","Point","","0","","A","","","U1047Z1","Na Mlýnici","","","0","B","Feature"
"stops.geometry_4249adbe8bc57190764384c782646341","Point","","0","","A","","","U1047Z1P","Na Mlýnici","","","0","P","Feature"
"stops.geometry_749982135b92f6443b1ef70742c38d93","Point","","0","","B","","","U1047Z2","Na Mlýnici","","","0","B","Feature"
"stops.geometry_c41d818fc593a561b2b049fc0837e529","Point","","0","","B","","","U1047Z2P","Na Mlýnici","","","0","P","Feature"
"stops.geometry_c4429a65afb2b0e3c432c51053747bb7","Point","","0","","A","","","U1048Z1P","Nádraží Krč","","","0","P","Feature"
"stops.geometry_4aa0b57c7536a9a78f9be89e25f55214","Point","","0","","B","","","U1048Z2P","Nádraží Krč","","","0","P","Feature"
"stops.geometry_2b5304d6d85a0a9ea7daf770fdf51c04","Point","","0","","","","","U1048Z301","Praha-Krč","","","0","P","Feature"
"stops.geometry_44f29ec53117b81489d44f3eaa32dc8e","Point","","0","","A","","","U1049Z1P","Högerova","","","0","P","Feature"
"stops.geometry_c6b445c1973edc3fc49947c3e57785ea","Point","","0","","B","","","U1049Z2P","Högerova","","","0","P","Feature"
"stops.geometry_82281875e58b53a33d464bcb99f70c9d","Point","","0","","C","","","U1049Z3P","K Barrandovu","","","1","P","Feature"
"stops.geometry_06a4778bcd2f38d4d264ac22d54359a4","Point","","0","","D","","","U1049Z4P","K Barrandovu","","","1","P","Feature"
"stops.geometry_fb8159a2c515d280c1992e1b441b125b","Point","","0","","A","","","U104Z1P","Jiviny","","","0","P","Feature"
"stops.geometry_bdf4ad30bc8c59160bd19a13d61421bb","Point","","0","","B","","","U104Z2P","Jiviny","","","0","P","Feature"
"stops.geometry_07c62540b841e13fb88a9e7757a19cd9","Point","","0","","D","","","U104Z4","Jiviny","","","0","B","Feature"
"stops.geometry_2aabe078ad23197682455f152ff25984","Point","","0","","A","","","U1050Z1","Chaplinovo náměstí","","","0","0","Feature"
"stops.geometry_47db5e3ced208ab62a4ae7db0e87c9ad","Point","","0","","A","","","U1050Z1P","Chaplinovo náměstí","","","0","P","Feature"
"stops.geometry_b41e6e97f324623cf61c18b343009165","Point","","0","","B","","","U1050Z2","Chaplinovo náměstí","","","0","0","Feature"
"stops.geometry_f240ad688781e0f862af708c49ba83e4","Point","","0","","B","","","U1050Z2P","Chaplinovo náměstí","","","0","P","Feature"
"stops.geometry_1fb995ad6927dfec97958c2ac59a0da0","Point","","0","","C","","","U1050Z3P","Chaplinovo náměstí","","","1","P","Feature"
"stops.geometry_319b3d810c0bbea1c690dc1b75a655b7","Point","","0","","D","","","U1050Z4P","Chaplinovo náměstí","","","1","P","Feature"
"stops.geometry_ec1e0ec52bef0722fbc6232359597aa4","Point","","0","","E","","","U1050Z5P","Chaplinovo náměstí","","","0","P","Feature"
"stops.geometry_f349ff8c6195b08eb9f7e23002f7d236","Point","","0","","A","","","U1051Z1P","Nádraží Kyje","","","0","P","Feature"
"stops.geometry_78541138d437a4597bca3012610526be","Point","","0","","B","","","U1051Z2P","Nádraží Kyje","","","0","P","Feature"
"stops.geometry_a9c9704cf20ab49e3211aca4ea6b7660","Point","","0","","","","","U1051Z301","Praha-Kyje","","","0","0","Feature"
"stops.geometry_ea1279b04dfebc2edf87997d73fad3a0","Point","","0","","A","","","U1052Z1P","Špitálská","","","1","P","Feature"
"stops.geometry_c43177ebfd9b8297ddfd846b51b9a7f4","Point","","0","","B","","","U1052Z2P","Špitálská","","","2","P","Feature"
"stops.geometry_8a15ef470a2b36c142abef8644c5a8d4","Point","","0","","A","","","U1053Z1P","Vozovna Hloubětín","","","1","P","Feature"
"stops.geometry_077968a5e839bd0477dd947a5ebbfdec","Point","","0","","B","","","U1053Z2P","Vozovna Hloubětín","","","1","P","Feature"
"stops.geometry_7933b2d9bf9d5894ece809687ceb6721","Point","","0","","A","","","U1054Z1P","Pánkova","","","0","P","Feature"
"stops.geometry_bf2b5d024f61b6b69e529f845832c5a0","Point","","0","","B","","","U1054Z2P","Pánkova","","","0","P","Feature"
"stops.geometry_871bd6df78b14818911add96c272d598","Point","","0","","A","","","U1055Z1P","Milevská","","","0","P","Feature"
"stops.geometry_939bcdaa6656eb335dd4e0251d737fd0","Point","","0","","A","","","U1056Z1P","Poliklinika Černý Most","","","0","P","Feature"
"stops.geometry_06c2f971e9aa9335792fc2db07577075","Point","","0","","B","","","U1056Z2P","Poliklinika Černý Most","","","0","P","Feature"
"stops.geometry_77b91c7b77a488f43105dc6a862f10fd","Point","","0","","A","","","U1057Z1P","Kapitána Stránského","","","0","P","Feature"
"stops.geometry_7dcf0573469d7d6528828418f3611334","Point","","0","","B","","","U1057Z2P","Kapitána Stránského","","","0","P","Feature"
"stops.geometry_53824f71103e04af2b32cff56d93194a","Point","","0","","A","","","U1058Z1","Ve Vilkách","","","0","B","Feature"
"stops.geometry_22aa95b154c6214de6db5176c0eb945a","Point","","0","","A","","","U1058Z1P","Ve Vilkách","","","0","P","Feature"
"stops.geometry_c053195bdf9744aeda8b90f2bbc32797","Point","","0","","B","","","U1058Z2","Ve Vilkách","","","0","B","Feature"
"stops.geometry_d999f03dee4931c7a91b898ecb10fc42","Point","","0","","B","","","U1058Z2P","Ve Vilkách","","","0","P","Feature"
"stops.geometry_8c81adc5019a19ee605d6bc7690d12f1","Point","","0","","A","","","U1059Z1","Lázeňka","","","0","B","Feature"
"stops.geometry_67c706e83a86f0a4f2998f1cd52ec717","Point","","0","","A","","","U1059Z1P","Lázeňka","","","0","P","Feature"
"stops.geometry_8b9904834f26418fde66275120b101f1","Point","","0","","B","","","U1059Z2","Lázeňka","","","0","B","Feature"
"stops.geometry_b0d72b8364dac7803cec98cc7d21eac2","Point","","0","","B","","","U1059Z2P","Lázeňka","","","0","P","Feature"
"stops.geometry_1b862e66a4ed5d9f52b0ee57b7b9d889","Point","","0","","A","","","U105Z1","Druhanická","","","0","B","Feature"
"stops.geometry_bdf885a1f1c21d98b0abca593f6ceaa0","Point","","0","","A","","","U105Z1P","Druhanická","","","0","P","Feature"
"stops.geometry_bb0cfe2b399aff0d63a7d5e4ace0cc01","Point","","0","","B","","","U1060Z1P","Tálínská","","","0","P","Feature"
"stops.geometry_6fa2bda4ddb9627d7aa1e3103de3ef08","Point","","0","","A","","","U1060Z2P","Tálínská","","","0","P","Feature"
"stops.geometry_99c227e7b845bde9c3d1ec3b59921b78","Point","","0","","A","","","U1061Z1P","Doležalova","","","0","P","Feature"
"stops.geometry_0399074b4bd54551b35e94d2a117a01f","Point","","0","","B","","","U1061Z2P","Doležalova","","","0","P","Feature"
"stops.geometry_268f24e0ab8ea8f656623bd7d18edd3b","Point","","0","","A","","","U1062Z1P","Římská","","","0","P","Feature"
"stops.geometry_f711fa5413c5647f7a180ff73ea5fa17","Point","","0","","B","","","U1062Z2P","Římská","","","0","P","Feature"
"stops.geometry_f29cb1a2ad5f46c39c5fad68da8a610e","Point","","0","","A","","","U1063Z1P","Za Slánskou silnicí","","","0","P","Feature"
"stops.geometry_dcf32d1b4b59b738aae980d07c95038d","Point","","0","","B","","","U1063Z2P","Za Slánskou silnicí","","","0","P","Feature"
"stops.geometry_f3acaf4f8e81ca79ae69369b1f22e494","Point","","0","","A","","","U1064Z1P","Olgy Havlové","","","0","P","Feature"
"stops.geometry_68c269e431af6c7007732559c6b91d3c","Point","","0","","B","","","U1064Z2P","Olgy Havlové","","","0","P","Feature"
"stops.geometry_cee4ca70a74c471573d8cd50b420c923","Point","","0","","A","","","U1065Z1","Na Hůrce","","","0","B","Feature"
"stops.geometry_b884b0bf200eecf65d6673253d7c8c9c","Point","","0","","B","","","U1065Z2","Na Hůrce","","","0","B","Feature"
"stops.geometry_9be5e41367fcfd5c593659ff72204bbc","Point","","0","","A","","","U1066Z1","Mokřanská","","","0","0","Feature"
"stops.geometry_60dcb205b81d8ea4960d54bc5556f7c5","Point","","0","","A","","","U1066Z1P","Mokřanská","","","0","P","Feature"
"stops.geometry_9a667553fe724297ceb60989c248ccc9","Point","","0","","B","","","U1066Z2","Mokřanská","","","0","0","Feature"
"stops.geometry_a1bf0040f89a49de8a63f495a6b55e21","Point","","0","","B","","","U1066Z2P","Mokřanská","","","0","P","Feature"
"stops.geometry_b0591a23f396f9e8778c1fdfd2bc6577","Point","","0","","A","","","U1067Z1P","Slovinská","","","0","P","Feature"
"stops.geometry_1620a57224478b099e5cc36da6610ff2","Point","","0","","B","","","U1067Z2P","Slovinská","","","0","P","Feature"
"stops.geometry_91f224657c643e3881ba618a978c3710","Point","","0","","A","","","U1068Z1","Plošná","","","0","0","Feature"
"stops.geometry_97e3dd3746da0297526085682d3dc7bd","Point","","0","","A","","","U1068Z1P","Plošná","","","0","P","Feature"
"stops.geometry_23501325f7c80ca34734f2752e94b599","Point","","0","","B","","","U1068Z2","Plošná","","","0","0","Feature"
"stops.geometry_2031a980c56dc76c1499bbfea0628e9d","Point","","0","","B","","","U1068Z2P","Plošná","","","0","P","Feature"
"stops.geometry_d05163ac696c8c174ef6aead661e3201","Point","","0","","A","","","U1069Z1P","Nádraží Horní Měcholupy","","","0","P","Feature"
"stops.geometry_865eff4895b8ea72b8bc6fd8ccc7771f","Point","","0","","B","","","U1069Z2P","Nádraží Horní Měcholupy","","","0","P","Feature"
"stops.geometry_3c9e121292770bc39e6e1556f86f901d","Point","","0","","","","","U1069Z301","Praha-Horní Měcholupy","","","0","B","Feature"
"stops.geometry_58a3053c85fa853024e16278dfd91213","Point","","0","","C","","","U1069Z3P","Nádraží Horní Měcholupy","","","0","P","Feature"
"stops.geometry_0fa119dc615b56635dfc5c57cc9e5f18","Point","","0","","D","","","U1069Z4P","Nádraží Horní Měcholupy","","","0","P","Feature"
"stops.geometry_1cabd9427ad0ffe1012a369fa075b5fb","Point","U106L0","3","U106S1","","","","U106N2","","","","0","","Feature"
"stops.geometry_5175ca3665c3a4a851dc88a972e7a770","Point","U106L1","3","U106S1","","","","U106N3","","","","0","","Feature"
"stops.geometry_98c8565aaed38b3186095db3943ee807","Point","U106L0","3","U106S1","","","","U106N4","","","","0","","Feature"
"stops.geometry_71259a9d028211a3f1a34e21ed6503f0","Point","U106L0","3","U106S1","","","","U106N5","","","","0","","Feature"
"stops.geometry_7ddcc669a46e6afa19115e75541eeef5","Point","U106L0","3","U106S1","","","","U106N6","","","","0","","Feature"
"stops.geometry_8d5ffe844a3bc39e8a820184c53e934a","Point","U106L0","3","U106S1","","","","U106N7","","","","0","","Feature"
"stops.geometry_36187fe8e5b79a593af1dfae9a6f2572","Point","U106L0","3","U106S1","","","","U106N8","","","","0","","Feature"
"stops.geometry_b2402eb79a6b0e98ca44a285539fd20a","Point","","1","","","","","U106S1","Opatov","","","2","P","Feature"
"stops.geometry_c28e3c3d32392b73273d7152b1b11a40","Point","U106L1N","2","U106S1","","","","U106S1E1","BUS Šeberov, Kunratice","","","0","","Feature"
"stops.geometry_2670de2d1fa37b7388836ad804ab5a4b","Point","U106L0","2","U106S1","","","","U106S1E2","Starochodovská ul.","","","0","","Feature"
"stops.geometry_8ac6fdcdb8d30a17b2c9800b327f5809","Point","U106L1N","2","U106S1","","","","U106S1E3","BUS Čestlice, Průhonice","","","0","","Feature"
"stops.geometry_21f079af984d0a044067af00021f62d1","Point","U106L0","2","U106S1","","","","U106S1E5","Sídliště, Úřad MČ Praha 11","","","0","","Feature"
"stops.geometry_1d25f6179efeb8725580f86a67cf41e3","Point","U106L1N","2","U106S1","","","","U106S1E6","BUS Spořilov, Vršovice","","","0","","Feature"
"stops.geometry_777c48b602725b1b99f47ba9087057f3","Point","","0","","A","","","U106Z1","Opatov","","","0","B","Feature"
"stops.geometry_66a344ddb7e1c5cc94ad49ad561f8aa9","Point","U106L1","0","U106S1","1","","","U106Z101P","Opatov","","","1","P","Feature"
"stops.geometry_9848d2270eaf4863b5852d76ed0a62f0","Point","U106L1","0","U106S1","2","","","U106Z102P","Opatov","","","1","P","Feature"
"stops.geometry_ce1959185c6feeb60baf0486e1a2e5c8","Point","","0","","A","","","U106Z1P","Opatov","","","0","P","Feature"
"stops.geometry_9a2c572a6f562d552b4721af10f435f4","Point","","0","","B","","","U106Z2P","Opatov","","","0","P","Feature"
"stops.geometry_b734b083fa573424ec5ffc12e19a0968","Point","","0","","D","","","U106Z4","Opatov","","","0","B","Feature"
"stops.geometry_a1b223306cea677ac9b854748c26eecc","Point","","0","","D","","","U106Z4P","Opatov","","","0","P","Feature"
"stops.geometry_7e20536fc8b5c5f9af50de3566e58715","Point","","0","","F","","","U106Z6","Opatov","","","0","B","Feature"
"stops.geometry_30e59bd022e116550f401fb8744ef625","Point","","0","","F","","","U106Z6P","Opatov","","","0","P","Feature"
"stops.geometry_8332cfd4b4d879a667da3871397195ff","Point","","0","","A","","","U1070Z1P","Generála Janouška","","","0","P","Feature"
"stops.geometry_f78d75650555c0946229bf3b9affe9b1","Point","","0","","B","","","U1070Z2P","Generála Janouška","","","0","P","Feature"
"stops.geometry_5190491ce475f392db5241ce1efeed88","Point","","1","","","","","U1071S1","Depo Hostivař","","","1","P","Feature"
"stops.geometry_e4cf544d2310d829bc03472c7f12b87b","Point","U1071L0","2","U1071S1","","","","U1071S1E1","Černokostelecká ul., TRAM, BUS","","","1","","Feature"
"stops.geometry_25bf16e580dc922040102f43ddd4b120","Point","U1071L0","0","U1071S1","1","","","U1071Z101P","Depo Hostivař","","","1","P","Feature"
"stops.geometry_a6c57a4f6c38125e526312f2f8b34c7f","Point","U1071L0","0","U1071S1","2","","","U1071Z102P","Depo Hostivař","","","1","P","Feature"
"stops.geometry_b872204d6c64aa166f8ac0bdce05f9af","Point","","0","","K","","","U1071Z11P","Depo Hostivař","","","1","P","Feature"
